"","salary","age","elevel","car","zipcode","credit","brand"
"7612",72417.28744,59,1,5,8,661.99,"Belkin"
"7613",137260.8177,66,3,13,7,750.64,"Belkin"
"7615",20000,36,1,15,8,572.82,"Elago"
"7616",93024.59976,44,3,6,1,619.4,"Elago"
"7617",35534.49096,25,1,10,0,617.09,"Elago"
"7618",109032.9213,53,3,1,3,731.78,"Belkin"
"7619",57279.99419,71,3,8,8,543.12,"Belkin"
"7620",115940.332,77,3,16,7,706.44,"Belkin"
"7621",135945.606,45,4,12,1,706.18,"Elago"
"7622",56190.32758,80,3,1,8,657.24,"Belkin"
"7623",93085.42224,66,2,14,7,706.29,"Belkin"
"7624",46691.58043,73,2,20,2,486.21,"Belkin"
"7625",79393.77022,51,3,4,5,653.53,"Belkin"
"7626",40332.7291,59,2,12,8,603.76,"Belkin"
"7628",84178.16151,64,2,1,8,587.77,"Belkin"
"7629",147767.1898,20,3,17,7,796.75,"Elago"
"7630",100656.2982,80,3,3,3,710.75,"Elago"
"7631",143756.2064,72,3,8,1,732.56,"Elago"
"7632",82990.81344,54,2,5,5,620.13,"Belkin"
"7633",74702.88402,42,3,8,1,666.17,"Elago"
"7634",50641.52166,49,2,6,1,625.62,"Elago"
"7635",77577.29544,79,3,1,6,696.88,"Belkin"
"7636",131957.8134,65,4,3,1,720.46,"Belkin"
"7637",71833.64626,55,3,15,0,559.01,"Elago"
"7638",79626.95752,49,2,3,1,580.56,"Belkin"
"7641",33828.82714,27,2,7,5,571.18,"Elago"
"7643",147503.9701,76,4,11,2,713.23,"Belkin"
"7644",145976.7211,26,3,10,3,691.98,"Belkin"
"7645",40208.32764,76,1,7,8,622.72,"Belkin"
"7647",81552.46271,49,3,3,0,686.49,"Belkin"
"7648",47050.92805,71,1,17,3,572.22,"Elago"
"7649",66892.10489,20,2,17,5,539.99,"Elago"
"7651",131695.1549,71,3,3,5,714.49,"Belkin"
"7652",39360.55731,58,2,15,8,547.96,"Belkin"
"7654",48022.81295,41,2,20,3,484.45,"Elago"
"7656",102526.0791,67,2,20,5,670.6,"Belkin"
"7657",43126.5138,66,1,7,4,593.9,"Belkin"
"7658",30021.71032,29,1,18,0,572.48,"Elago"
"7659",46252.41103,34,2,18,0,551.13,"Elago"
"7661",67682.15601,62,2,19,8,557.97,"Belkin"
"7662",33332.77056,22,1,19,7,549.71,"Elago"
"7666",82009.5142,65,2,7,2,700.33,"Belkin"
"7668",124528.7841,37,3,20,2,640.44,"Elago"
"7669",28062.16914,78,2,15,2,488.74,"Belkin"
"7670",91717.44423,68,3,17,8,600.57,"Belkin"
"7672",91673.37803,70,2,3,1,656.76,"Elago"
"7673",145699.1544,43,3,13,7,775.38,"Elago"
"7675",108105.817,71,3,4,4,598.64,"Elago"
"7676",46085.73269,30,1,15,0,586.5,"Elago"
"7679",36124.4918,42,2,20,5,463.41,"Elago"
"7681",118767.3434,72,3,12,4,778.26,"Elago"
"7682",36789.27853,68,1,3,7,564.26,"Belkin"
"7685",105531.3136,70,3,16,8,609.35,"Belkin"
"7686",60457.66134,48,2,10,1,609.18,"Elago"
"7687",143428.4681,59,4,11,2,770.86,"Belkin"
"7689",51697.5936,58,2,10,2,549.92,"Elago"
"7690",46009.36558,57,2,1,6,536.23,"Elago"
"7691",63961.68636,54,3,19,7,560.55,"Elago"
"7693",90815.60163,72,2,1,3,560.1,"Elago"
"7696",37894.78815,60,2,18,5,553.66,"Elago"
"7698",56800.84912,41,2,7,8,522.05,"Elago"
"7699",32839.41644,30,2,20,1,511.43,"Elago"
"7701",50947.00921,65,1,18,5,501.12,"Belkin"
"7704",140590.0095,47,3,1,0,830.17,"Elago"
"7706",53570.94339,40,2,20,3,555.69,"Elago"
"7707",103052.7275,42,3,4,0,679.93,"Belkin"
"7711",137212.2175,74,2,12,3,644.34,"Elago"
"7712",83138.87623,66,3,12,4,719.04,"Belkin"
"7715",78406.40855,29,3,5,3,601.17,"Belkin"
"7716",85919.98579,75,3,7,1,563.26,"Elago"
"7717",72867.35203,67,3,10,5,631.71,"Belkin"
"7718",131117.0682,60,3,19,4,801.44,"Elago"
"7719",22586.83296,22,2,15,1,596.97,"Elago"
"7722",44259.5167,54,1,8,8,571.63,"Elago"
"7723",79976.00165,50,3,14,6,689.29,"Belkin"
"7724",112297.3627,38,3,17,1,639.97,"Elago"
"7725",27141.77014,52,1,18,3,617.23,"Elago"
"7728",105536.9389,70,3,3,2,759.07,"Belkin"
"7729",150000,30,4,1,4,768.55,"Elago"
"7731",61474.31483,68,2,19,1,631.26,"Belkin"
"7733",145223.8961,66,4,1,1,748.2,"Elago"
"7736",37549.16377,60,2,17,0,461.75,"Belkin"
"7737",34215.48697,44,1,18,4,499.38,"Elago"
"7738",95087.46524,22,3,20,5,716.95,"Belkin"
"7740",118632.9831,80,3,8,6,617.12,"Belkin"
"7741",111944.1139,61,3,3,7,624.23,"Belkin"
"7743",26379.47447,61,2,20,2,453.37,"Elago"
"7745",64462.74609,43,2,17,3,556.75,"Elago"
"7746",70725.71823,69,2,5,8,678.41,"Belkin"
"7748",106116.8527,25,3,16,6,733.56,"Elago"
"7750",25989.75732,40,1,15,2,493.83,"Elago"
"7751",67542.76917,64,2,5,7,563,"Belkin"
"7752",144053.4958,33,3,19,1,728.04,"Elago"
"7753",111017.7616,59,2,5,8,619.89,"Belkin"
"7755",135254.8588,80,3,4,0,802.76,"Belkin"
"7756",135314.0475,65,3,1,1,763.91,"Belkin"
"7758",97386.85357,38,3,5,8,670.79,"Elago"
"7760",114086.5625,23,2,5,2,697.24,"Elago"
"7761",66744.7827,75,3,5,1,553.48,"Belkin"
"7763",39946.92916,72,2,8,1,631.24,"Belkin"
"7764",57705.11221,62,2,15,7,576.15,"Belkin"
"7767",80294.51084,34,3,10,6,675.24,"Belkin"
"7768",83039.06378,34,2,4,2,622.7,"Belkin"
"7770",94460.43807,52,3,19,8,674.64,"Belkin"
"7772",131639.0867,68,3,3,8,730.24,"Belkin"
"7773",42805.37446,41,1,7,6,575.07,"Elago"
"7776",93600.79013,28,2,14,8,739.02,"Belkin"
"7777",90371.32436,24,3,16,5,603.62,"Elago"
"7779",83185.14145,70,2,16,4,717.2,"Belkin"
"7780",111273.6041,32,3,20,5,654.89,"Elago"
"7782",137727.3942,30,3,20,4,781.47,"Elago"
"7783",119802.3661,40,3,7,5,620.17,"Belkin"
"7785",107186.3484,26,3,19,3,592.39,"Elago"
"7787",136139.333,49,3,14,4,777.2,"Elago"
"7788",51013.23361,64,3,20,0,511.74,"Belkin"
"7789",37061.90463,37,2,17,4,541.77,"Elago"
"7791",135211.4322,52,4,1,1,717.48,"Elago"
"7792",139131.3041,28,3,5,5,811.62,"Elago"
"7793",92697.44441,60,2,3,3,725.35,"Belkin"
"7795",84789.55919,80,2,10,0,580.55,"Belkin"
"7796",82688.14081,30,3,3,0,715.3,"Belkin"
"7798",96669.7022,62,2,16,8,595.42,"Belkin"
"7799",83653.5977,42,3,7,2,634.93,"Belkin"
"7801",39866.05875,24,2,8,0,559.04,"Elago"
"7802",20000,80,2,5,3,430.26,"Belkin"
"7803",133431.1051,57,3,17,1,773.83,"Belkin"
"7804",147790.8033,57,3,3,7,670.93,"Elago"
"7805",110458.0817,48,3,14,7,694.25,"Belkin"
"7808",92815.98116,62,3,14,2,654.72,"Elago"
"7809",107233.6262,44,2,17,1,633.04,"Belkin"
"7810",105580.497,74,3,16,0,645.9,"Belkin"
"7812",51945.59286,71,3,8,0,639.96,"Belkin"
"7813",103366.8134,74,3,20,5,581.67,"Belkin"
"7814",38848.6438,40,1,3,8,578.11,"Elago"
"7819",60633.37205,44,2,7,2,663.42,"Elago"
"7821",94501.56891,71,2,6,4,732.79,"Elago"
"7824",120816.7251,71,3,9,6,705.69,"Belkin"
"7826",57417.5416,67,2,3,8,582.5,"Elago"
"7827",26699.84876,52,2,18,5,518.27,"Elago"
"7829",80275.39527,42,2,13,7,717.46,"Elago"
"7830",84428.75873,73,3,10,7,676.87,"Belkin"
"7832",115647.1347,64,3,17,3,752.42,"Belkin"
"7833",120052.804,62,3,2,7,717.32,"Belkin"
"7836",85405.72164,60,3,6,8,586.17,"Belkin"
"7837",56470.90323,67,1,7,8,541.15,"Belkin"
"7839",107620.9605,35,3,16,7,609.13,"Elago"
"7840",64608.6596,74,3,15,3,667.49,"Belkin"
"7841",51866.46311,76,2,12,5,610.53,"Belkin"
"7842",142994.7683,33,4,11,7,754.1,"Elago"
"7843",145090.3824,72,4,1,4,682.28,"Belkin"
"7844",30194.08603,59,2,18,0,532.05,"Belkin"
"7846",138179.8618,46,3,20,8,769.87,"Elago"
"7847",117047.3978,28,3,2,6,607.92,"Elago"
"7848",46349.92674,37,2,15,2,553.98,"Elago"
"7849",125507.2909,39,3,6,8,778.46,"Elago"
"7850",149384.5322,58,3,11,2,685.62,"Elago"
"7851",53751.26981,60,2,20,4,637.34,"Belkin"
"7852",72408.97041,56,2,6,4,625.04,"Elago"
"7853",57968.57117,42,1,8,3,641.73,"Elago"
"7854",129697.6336,24,4,1,6,686.38,"Elago"
"7856",39926.77684,55,1,7,1,564.18,"Elago"
"7857",76193.94724,58,2,16,8,657.09,"Belkin"
"7860",93369.01623,49,2,9,8,617.03,"Belkin"
"7861",21964.18315,77,1,20,7,484.27,"Belkin"
"7862",117490.8099,39,2,10,4,697.18,"Elago"
"7864",32468.90644,46,2,18,3,511.51,"Elago"
"7866",121516.5626,22,2,20,7,669.13,"Elago"
"7867",33634.70899,48,2,1,2,495.48,"Elago"
"7869",29914.23153,65,1,15,3,533.59,"Elago"
"7870",25522.35673,41,1,15,4,571.9,"Elago"
"7873",93946.73853,41,3,14,8,631.37,"Elago"
"7874",69973.84603,56,2,3,6,646.41,"Belkin"
"7876",137547.452,40,3,10,2,714.45,"Elago"
"7877",20000,71,1,18,8,578.71,"Elago"
"7878",96865.88985,35,2,8,1,582.25,"Belkin"
"7879",134347.8464,68,4,1,7,737.88,"Belkin"
"7881",20000,23,1,20,2,512.02,"Elago"
"7882",135383.0026,60,3,10,3,821.42,"Elago"
"7883",74960.58396,43,3,8,1,639,"Elago"
"7884",133301.1777,72,3,3,6,817.42,"Belkin"
"7885",140784.7192,60,4,11,4,826.37,"Belkin"
"7887",34963.88809,54,1,15,6,612.15,"Elago"
"7889",67565.30043,29,2,20,3,521.82,"Belkin"
"7890",134176.4193,24,3,14,2,799.47,"Elago"
"7891",140064.9021,79,4,11,7,736.57,"Belkin"
"7894",82647.31202,69,2,8,0,620.91,"Belkin"
"7896",74119.18911,27,3,7,1,546.75,"Elago"
"7897",113153.9037,33,2,5,2,748.63,"Elago"
"7899",61588.1161,43,2,3,8,663.99,"Elago"
"7900",58570.19329,41,2,19,6,500.26,"Belkin"
"7904",67254.26416,43,1,4,8,603.39,"Elago"
"7905",83675.28827,50,3,16,2,548.85,"Belkin"
"7906",109499.1868,29,3,14,8,638.35,"Elago"
"7907",33889.71179,27,1,3,0,558.45,"Elago"
"7908",125452.1207,42,3,14,1,772.91,"Elago"
"7910",47907.45801,73,2,10,4,525.38,"Elago"
"7911",23575.22444,53,1,18,6,592.38,"Elago"
"7913",45245.74867,54,1,8,8,633.02,"Elago"
"7914",109186.7874,78,3,10,8,698.39,"Elago"
"7915",109224.2658,20,3,3,0,623.89,"Elago"
"7917",147905.1644,66,4,1,0,768.51,"Belkin"
"7920",65202.86578,50,2,7,6,642.4,"Elago"
"7921",147729.2262,64,4,3,1,671.77,"Belkin"
"7925",143511.4509,60,4,1,6,778.29,"Elago"
"7927",110539.0599,64,3,3,6,686.99,"Belkin"
"7928",69429.22221,63,1,5,8,539.76,"Belkin"
"7929",32480.5462,38,1,15,3,535.51,"Elago"
"7931",90247.7766,37,3,5,0,685.61,"Belkin"
"7932",40327.09402,62,1,20,4,478.71,"Elago"
"7934",51053.51946,30,1,20,5,513.71,"Elago"
"7935",105633.221,80,3,7,6,589.22,"Belkin"
"7936",97877.88397,66,3,17,2,634.08,"Elago"
"7938",109851.8806,72,3,6,7,750.36,"Elago"
"7939",49256.85395,80,3,15,4,540.47,"Belkin"
"7941",143383.2453,36,3,1,0,672.94,"Elago"
"7944",76744.99596,58,2,6,2,710.8,"Belkin"
"7945",43215.3032,55,1,8,4,568.38,"Elago"
"7946",57458.081,57,2,20,0,674.42,"Elago"
"7947",91764.73038,73,3,15,0,602.63,"Elago"
"7950",69968.73699,67,1,17,3,518.86,"Belkin"
"7951",97946.85646,39,3,8,3,643.71,"Belkin"
"7952",137181.574,42,3,19,4,655.23,"Elago"
"7953",143154.8335,72,4,1,2,726.37,"Belkin"
"7954",105005.4572,47,2,10,5,616.79,"Belkin"
"7961",30872.67502,50,2,1,6,586.41,"Belkin"
"7962",58187.84309,74,2,16,7,598.77,"Elago"
"7963",95415.7984,67,3,2,2,745.7,"Belkin"
"7966",70484.28842,64,3,16,3,615.77,"Belkin"
"7967",106800.3193,47,2,13,1,674.33,"Belkin"
"7968",24663.18316,20,1,15,1,593.42,"Belkin"
"7969",141629.1991,73,4,1,7,707.84,"Elago"
"7970",118125.73,53,3,8,2,719.19,"Belkin"
"7971",140983.6849,37,3,3,0,694.73,"Elago"
"7972",104430.6109,65,2,8,8,591.99,"Belkin"
"7973",91507.33554,63,3,4,0,620.74,"Elago"
"7974",109579.1435,20,2,10,2,772.52,"Elago"
"7975",142847.0274,50,4,11,0,834.98,"Elago"
"7978",134368.5674,55,3,17,3,749.35,"Elago"
"7979",87554.25455,36,2,9,6,681.65,"Belkin"
"7985",73181.52598,42,3,3,5,565.52,"Belkin"
"7986",86673.28879,49,2,12,2,652.69,"Belkin"
"7988",139079.393,63,3,13,5,649.75,"Belkin"
"7989",134821.6579,60,4,1,5,701.12,"Belkin"
"7992",120540.199,25,2,10,3,727.58,"Elago"
"7993",110865.339,70,3,3,2,681,"Elago"
"7997",28714.13668,29,2,15,6,543.96,"Elago"
"7998",72386.56674,34,3,17,1,585.36,"Belkin"
"8004",29081.35286,71,1,18,4,618.59,"Belkin"
"8009",41786.97924,35,2,16,0,515.84,"Elago"
"8010",44413.93175,39,2,20,6,513.84,"Elago"
"8012",98459.43747,48,3,19,1,706.81,"Belkin"
"8013",27421.7625,22,2,18,2,588.48,"Elago"
"8014",149567.9832,41,4,1,2,765.59,"Elago"
"8015",110068.3595,66,3,4,1,599.52,"Belkin"
"8017",124026.4977,41,4,2,6,743.16,"Elago"
"8018",87499.36909,54,2,6,4,600.49,"Belkin"
"8019",60052.25932,23,2,8,7,659.05,"Elago"
"8020",69848.13866,61,2,15,2,645.33,"Belkin"
"8021",38214.77557,33,1,8,6,502.67,"Elago"
"8022",111916.2555,53,2,16,8,767.08,"Belkin"
"8024",80887.62216,76,3,18,2,609.42,"Belkin"
"8025",64064.33504,30,2,12,3,677,"Elago"
"8026",85662.41886,43,2,7,3,575.96,"Belkin"
"8027",121679.8181,63,2,13,5,654.11,"Belkin"
"8028",24103.17719,39,1,8,3,501.62,"Elago"
"8030",135801.2067,63,3,17,4,668.87,"Belkin"
"8031",47130.62186,22,2,6,6,592.09,"Belkin"
"8032",73868.29483,71,2,8,6,653.74,"Belkin"
"8034",138597.4106,66,3,12,8,681.82,"Belkin"
"8035",108257.857,69,2,6,6,720.93,"Elago"
"8036",106701.7769,36,2,19,2,757.37,"Elago"
"8037",128060.803,50,3,14,1,786.34,"Elago"
"8038",83499.84104,78,3,19,3,619.27,"Belkin"
"8039",55621.78875,27,2,10,2,553.92,"Elago"
"8040",89248.67214,42,3,15,0,717.58,"Belkin"
"8042",37200.74208,32,2,7,6,516.53,"Elago"
"8043",98857.91676,44,3,14,7,657.79,"Belkin"
"8046",96707.04949,46,3,8,1,677.15,"Belkin"
"8048",117648.8732,52,2,8,6,709.3,"Belkin"
"8050",83280.68058,73,2,17,5,560.68,"Elago"
"8051",124561.5788,47,2,17,3,683.87,"Belkin"
"8053",23154.39112,50,1,18,1,596.59,"Elago"
"8055",113898.8172,62,3,16,3,639.64,"Belkin"
"8056",133635.9203,53,3,2,1,733.46,"Elago"
"8057",132271.6168,43,3,8,2,635.58,"Elago"
"8058",102952.0813,59,2,8,4,585.67,"Belkin"
"8059",46644.69845,57,1,15,3,616.53,"Elago"
"8060",116410.6911,52,2,5,4,627.91,"Belkin"
"8062",97557.96861,21,3,20,7,667.95,"Elago"
"8063",103600.8864,51,2,7,1,650.21,"Belkin"
"8064",134563.7453,55,4,1,8,787.81,"Belkin"
"8066",63599.5948,49,2,3,1,613.13,"Elago"
"8067",30621.61091,28,2,18,3,577.13,"Elago"
"8068",97117.16233,47,2,7,1,710.04,"Belkin"
"8069",107888.6784,38,2,8,7,599.7,"Elago"
"8072",134345.3401,51,4,20,7,778.45,"Elago"
"8073",81045.25247,50,3,5,6,609.46,"Belkin"
"8074",141271.1054,80,3,5,2,665.15,"Elago"
"8075",139050.757,50,4,14,3,705.01,"Elago"
"8076",69404.31115,24,2,4,4,684.96,"Elago"
"8077",39460.05735,44,2,19,5,603.04,"Elago"
"8078",79922.61046,46,2,4,2,716.41,"Belkin"
"8079",57843.28133,53,2,8,8,494.61,"Elago"
"8082",26119.1436,79,2,18,3,477.38,"Belkin"
"8084",90262.11826,61,3,7,6,593.73,"Elago"
"8087",93289.55029,69,2,3,4,609.7,"Belkin"
"8089",51238.95397,60,3,20,4,610.08,"Belkin"
"8090",70983.50131,42,2,10,4,572.37,"Belkin"
"8091",141529.1453,37,3,11,5,781.52,"Elago"
"8092",60741.36284,52,2,8,3,573.56,"Elago"
"8093",126902.24,39,3,7,5,642.51,"Elago"
"8094",60980.06702,23,2,3,1,559.42,"Elago"
"8095",119306.9695,23,3,17,2,642.93,"Elago"
"8096",89331.9747,24,3,19,7,651.12,"Elago"
"8098",107901.0196,47,3,20,3,633.26,"Belkin"
"8099",49799.99801,53,3,3,6,519.02,"Elago"
"8101",135284.1794,53,4,16,3,660.55,"Elago"
"8103",20630.1253,36,1,15,3,597.74,"Elago"
"8104",87202.79325,29,2,18,0,721.05,"Belkin"
"8105",68654.16653,70,2,3,6,692.19,"Belkin"
"8106",36171.22581,56,2,5,6,612.8,"Belkin"
"8107",92107.27966,65,3,5,6,592.24,"Belkin"
"8108",56536.47129,35,1,15,7,593.38,"Belkin"
"8111",35401.86149,56,1,16,3,555.45,"Elago"
"8113",96639.06459,36,2,8,7,611.96,"Elago"
"8114",38710.7261,43,1,16,1,541.44,"Elago"
"8115",86845.21208,28,3,7,1,637.66,"Belkin"
"8116",138959.8242,66,3,3,1,796.14,"Belkin"
"8119",117449.0895,20,4,1,8,747.95,"Elago"
"8120",121476.0339,46,2,3,3,763.5,"Belkin"
"8122",134098.9914,73,3,6,6,689.99,"Belkin"
"8123",130911.5668,20,3,13,3,661.35,"Elago"
"8124",25203.10564,73,1,15,4,541.01,"Belkin"
"8125",58089.91395,45,2,7,5,661.33,"Elago"
"8126",20000,27,1,18,8,576.66,"Elago"
"8128",140768.5704,35,3,11,6,676.96,"Elago"
"8129",116674.4024,76,3,2,7,663.3,"Belkin"
"8130",130912.3629,77,3,3,0,707.01,"Belkin"
"8131",20000,56,1,18,3,504.81,"Elago"
"8132",26844.38646,41,1,15,4,523.27,"Elago"
"8134",39422.5579,51,2,8,0,561.84,"Elago"
"8135",120937.8289,27,3,2,0,633.75,"Elago"
"8136",104126.7439,62,3,4,3,592.22,"Belkin"
"8138",114610.9006,39,3,12,1,764.32,"Elago"
"8139",67055.36477,76,3,10,0,542.53,"Belkin"
"8142",105696.4348,57,3,20,7,598.95,"Belkin"
"8143",79419.83781,34,2,15,6,602.43,"Belkin"
"8145",24835.20515,24,2,20,1,451.78,"Elago"
"8146",45727.85256,26,1,12,2,529.16,"Elago"
"8147",110508.1623,45,3,13,0,708.86,"Belkin"
"8150",76640.7905,77,2,7,1,620.01,"Belkin"
"8151",76929.37504,72,2,4,2,556.66,"Elago"
"8152",32219.93875,49,2,20,2,513.17,"Elago"
"8153",61983.07177,63,2,8,4,502.42,"Elago"
"8155",136077.0372,69,2,9,4,768.85,"Elago"
"8156",64945.98998,44,3,6,0,679.7,"Elago"
"8158",20000,39,1,17,0,500.43,"Elago"
"8159",61587.24186,39,2,4,3,557.39,"Elago"
"8160",87262.42129,20,3,1,5,590.11,"Belkin"
"8161",77195.86421,50,2,9,4,638.57,"Belkin"
"8162",76014.66873,32,3,10,0,535.18,"Belkin"
"8163",125821.245,64,3,1,2,685.47,"Elago"
"8164",103500.4482,33,2,14,0,756.89,"Elago"
"8165",29056.47111,72,2,15,0,620.84,"Belkin"
"8166",106576.9333,36,3,3,6,700.1,"Elago"
"8168",107516.6888,80,3,10,6,610.23,"Elago"
"8171",56552.53498,34,1,3,7,605.14,"Elago"
"8172",34128.05695,20,2,15,1,484.09,"Elago"
"8173",114101.4778,78,3,16,4,651.7,"Elago"
"8174",119145.5587,30,3,3,2,651.89,"Elago"
"8175",105879.7572,39,3,4,8,732.4,"Belkin"
"8176",85098.67927,31,3,14,6,676.6,"Belkin"
"8177",147468.3665,29,3,20,1,665.16,"Elago"
"8178",70773.80677,76,2,12,3,655.67,"Belkin"
"8179",99931.44329,22,2,2,4,752.08,"Elago"
"8180",28833.40129,45,2,15,5,501.18,"Elago"
"8181",31541.98458,48,2,15,4,484.95,"Elago"
"8183",59612.96404,23,2,15,0,628.31,"Belkin"
"8186",39983.42779,77,1,20,8,495.18,"Belkin"
"8187",91852.88014,69,3,9,5,628.71,"Elago"
"8188",62016.66214,44,2,8,2,575.42,"Elago"
"8189",125278.0739,78,2,9,3,656.28,"Belkin"
"8191",147375.8604,50,3,8,6,830.5,"Elago"
"8194",135364.222,35,4,9,7,688.04,"Elago"
"8195",75608.915,37,2,9,2,661.38,"Belkin"
"8196",47023.59846,71,2,1,4,505.76,"Belkin"
"8198",51179.29175,41,2,7,7,497.87,"Elago"
"8199",137576.1968,50,4,13,3,645.75,"Elago"
"8202",70329.3571,40,3,17,7,641.5,"Elago"
"8204",20738.6906,46,2,18,5,539.56,"Elago"
"8207",87274.26959,48,2,14,4,647.75,"Belkin"
"8208",99898.87308,46,3,3,0,705.84,"Belkin"
"8209",84138.00065,67,2,12,2,648.77,"Belkin"
"8213",111228.2913,75,3,9,7,736.45,"Belkin"
"8214",63331.49123,43,3,1,0,577,"Elago"
"8218",81748.39838,78,3,12,1,594.55,"Belkin"
"8219",123515.7833,63,4,1,8,753.13,"Elago"
"8222",102886.4272,24,3,12,6,736.8,"Elago"
"8223",87952.01927,76,3,8,1,557.62,"Elago"
"8225",85218.17072,73,3,16,7,560.12,"Belkin"
"8226",93173.00121,34,3,14,2,584.62,"Belkin"
"8229",138828.327,75,3,14,0,769.92,"Elago"
"8230",130592.6381,31,4,4,7,727.13,"Elago"
"8231",74983.36147,20,2,10,0,610.18,"Belkin"
"8234",133005.3065,50,2,13,5,720.1,"Elago"
"8235",126732.9237,53,3,7,4,794.42,"Belkin"
"8236",108254.2826,37,2,6,1,721.03,"Elago"
"8237",35235.89945,25,2,20,7,472.45,"Elago"
"8238",80197.8061,36,2,3,1,643.78,"Belkin"
"8239",93797.91627,56,2,3,0,602.9,"Belkin"
"8240",50803.80807,68,2,3,5,635.12,"Belkin"
"8241",87439.10775,56,3,5,7,701.5,"Elago"
"8242",127317.3069,21,2,4,3,637.4,"Elago"
"8246",29482.08019,56,1,20,1,499.64,"Belkin"
"8247",65739.30494,45,2,18,1,526.05,"Elago"
"8248",83009.14572,28,3,4,4,647.01,"Belkin"
"8249",27467.1068,60,2,7,7,589.46,"Elago"
"8250",142470.6359,30,3,7,2,802.75,"Elago"
"8251",24755.25067,61,1,18,4,575.75,"Belkin"
"8252",73449.8843,22,3,1,1,692.81,"Elago"
"8253",64706.13303,24,2,8,5,676.49,"Elago"
"8254",42033.63065,31,2,7,8,503.26,"Elago"
"8255",26032.75985,66,2,20,6,481.34,"Belkin"
"8256",25672.78082,61,2,15,7,603.23,"Elago"
"8257",26094.6211,35,2,20,6,454.91,"Elago"
"8258",104896.5218,65,3,7,1,725.03,"Elago"
"8259",123496.1005,41,3,7,2,695.96,"Belkin"
"8261",29183.0902,33,2,20,3,448.02,"Elago"
"8263",45007.40951,66,2,20,7,489.49,"Belkin"
"8264",42479.86917,24,1,5,7,598.74,"Elago"
"8265",129476.47,37,2,10,4,710.69,"Elago"
"8266",143424.8941,35,3,12,2,741.34,"Elago"
"8267",79785.62811,53,2,5,6,640.06,"Belkin"
"8268",63018.83973,30,2,7,1,524.09,"Elago"
"8269",52574.00354,40,3,5,8,577.07,"Elago"
"8270",129589.7052,41,3,3,7,637.86,"Elago"
"8271",140621.0553,32,2,11,8,795.02,"Elago"
"8272",98841.81953,46,3,13,6,590.56,"Elago"
"8273",140401.642,53,3,11,1,774.78,"Elago"
"8274",25684.83443,31,2,20,8,503.83,"Elago"
"8275",83806.72065,54,3,13,2,610.7,"Belkin"
"8276",51342.35797,65,2,18,5,535.45,"Elago"
"8277",108764.638,33,3,16,2,658.71,"Elago"
"8279",103158.6319,44,2,5,0,668.49,"Belkin"
"8280",133984.2883,74,4,2,2,688.48,"Elago"
"8281",143725.4362,66,4,11,8,807.21,"Elago"
"8282",150000,53,3,11,4,842.78,"Elago"
"8283",29544.59758,39,1,18,6,482.83,"Elago"
"8285",34233.81981,33,2,17,3,606.42,"Elago"
"8288",120751.165,68,3,3,5,737.65,"Belkin"
"8289",57681.89523,77,1,3,3,555.83,"Belkin"
"8290",102144.8254,56,3,13,5,613.5,"Belkin"
"8291",85179.43878,24,2,16,0,612.13,"Belkin"
"8292",61538.79963,41,3,7,3,548.35,"Elago"
"8294",131752.5628,62,3,2,8,649.85,"Elago"
"8296",116000.494,41,3,12,1,608.12,"Belkin"
"8297",42728.55432,71,2,6,4,505.94,"Elago"
"8298",135012.8618,41,3,17,0,713.72,"Elago"
"8300",136722.5203,27,2,17,5,660.1,"Elago"
"8304",82523.83897,51,2,8,3,592.32,"Belkin"
"8305",84172.34974,80,2,16,0,661.36,"Belkin"
"8307",150000,47,3,1,0,739.37,"Elago"
"8311",126464.1693,31,3,20,2,771.94,"Elago"
"8314",92412.47062,51,2,20,2,732.76,"Belkin"
"8315",26357.75477,38,2,20,6,461.54,"Elago"
"8316",125810.7478,74,2,3,0,726.64,"Belkin"
"8318",67875.76522,38,2,15,1,673.83,"Elago"
"8320",82223.45523,43,2,15,7,686.1,"Belkin"
"8321",111996.403,28,3,14,3,752.88,"Elago"
"8322",41015.69891,66,1,15,4,517.23,"Belkin"
"8324",25401.91905,43,1,12,3,541.1,"Elago"
"8325",133101.2367,23,4,14,2,668.32,"Elago"
"8326",45140.35892,65,2,20,7,482.63,"Elago"
"8327",135712.7884,45,2,19,3,770.35,"Elago"
"8330",20358.59768,76,2,15,6,543.12,"Belkin"
"8331",97569.81111,40,3,10,6,595.28,"Belkin"
"8332",53311.50917,56,2,17,7,634.36,"Belkin"
"8335",75567.64108,34,3,18,1,673.13,"Belkin"
"8336",69927.54078,36,2,7,8,616.81,"Belkin"
"8338",20000,59,2,18,2,587.82,"Belkin"
"8348",113758.0156,54,2,13,2,759.03,"Belkin"
"8349",54547.32431,22,2,20,8,500.17,"Elago"
"8350",93461.61835,24,3,1,3,687.7,"Belkin"
"8351",82053.76617,66,2,12,6,697.26,"Elago"
"8352",137071.5469,52,2,6,1,764.76,"Elago"
"8354",52867.29689,29,3,7,0,516.96,"Elago"
"8355",56687.7646,54,1,4,0,501.21,"Elago"
"8356",115117.1132,73,2,6,6,742.68,"Belkin"
"8357",119840.1303,50,3,16,7,749.09,"Belkin"
"8358",89600.04692,37,2,20,6,685.45,"Belkin"
"8359",74364.68156,46,2,5,0,694.16,"Elago"
"8361",86680.59856,52,2,16,6,579.84,"Belkin"
"8366",20000,76,1,20,1,478.49,"Belkin"
